identifiant,nom,description,contexte,exemples,ressources,points,pourcentage,categorie,reductionPotentiel,perimetreEvaluation,desactivation,desactivationDesc,score,scoreDesc,reduction,reductionDesc,personnalisationQuestions,indicateurs,exprScore
4.2.1,Facturer des usagers non ménagers,"La collectivité, si elle n'est pas en REOM, met en place la Redevance Spéciale pour les usagers non ménagers.",,,,,"12,5",bases,,,"reponse(dechets_1, NON) ou reponse(REOM, OUI) 
","Pour les collectivités n'ayant ni la compétence ""collecte des déchets"", ni la compétence ""traitement des déchets"", le score de l'action 4.2 est réduit à 0 et les statuts sont ""non concerné"".

Pour les collectivités n'ayant pas la compétence ""collecte des déchets"", les scores des sous-actions 4.2.1 à 4.2.4 sont réduits à 0 et les statuts de ces 4 sous-actions sont ""non concerné"".

Pour les collectivités ayant mis en place la redevance d’enlèvement des ordures ménagères (REOM), les scores des sous-action 4.2.1 et 4.2.3 sont réduits à 0 et les statuts de ces 2 sous-actions sont ""non concerné"".

La sous-action 4.2.5 ne s'adressent qu'aux syndicats de traitement.",,,,,"dechets_1, REOM",,
4.2.1.1,Engager la mise en place de la redevance spéciale,,,,,,50,,,,,,,,,,,,
4.2.1.2,Couvrir toutes les communes du territoire avec la redevance spéciale,,,,,,50,,,,,,,,,,,,
4.2.2,Etudier le potentiel de mise en place de la Tarification incitative (Ti),La collectivité étudie la mise en place d'un système de Ti (y compris redevance spéciale en cas de Taxe d’Enlèvement des Ordures Ménagères (TEOM) incitative) sur l'ensemble du territoire.,,,,,10,bases,,,"reponse(dechets_1, NON) 
","Pour les collectivités n'ayant ni la compétence ""collecte des déchets"", ni la compétence ""traitement des déchets"", le score de l'action 4.2 est réduit à 0 et les statuts sont ""non concerné"".",,,,,dechets_1,,
4.2.2.1,Engager l'étude de la mise en place de la tarification incitative (phase de lancement),,,,,,,,,,,,,,,,,,
4.2.2.2,Disposer d'une étude de mise en place de la tarification incitative en cours de réalisation (phase de réalisation),,,,,,,,,,,,,,,,,,
4.2.2.3,Disposer d'une étude de mise en place de la tarification incitative réalisée (étude terminée),,,,,,,,,,,,,,,,,,
4.2.3,Mettre en œuvre la Redevance Spéciale incitative pour les usagers non ménagers,"La collectivité, si elle n'est pas en REOM, facture la Redevance Spéciale avec une part variable en fonction des levées et/ou pesées effectuées.

La facturation est différenciée par flux et donc pour le service mobilisé.",,,,,15,mise en œuvre,,,"reponse(dechets_1, NON) ou reponse(REOM, OUI) 
","Pour les collectivités n'ayant ni la compétence ""collecte des déchets"", ni la compétence ""traitement des déchets"", le score de l'action 4.2 est réduit à 0 et les statuts sont ""non concerné"".

Pour les collectivités ayant mis en place la redevance d’enlèvement des ordures ménagères (REOM), les scores des sous-action 4.2.1 et 4.2.3 sont réduits à 0 et les statuts de ces 2 sous-actions sont ""non concerné"".",,,,,"dechets_1, REOM",,
4.2.3.1,Inclure une part variable dans la redevance spéciale en fonction des levées et/ou pesées,,,,,,50,,,,,,,,,,,,
4.2.3.2,Différencier la redevance spéciale en fonction des flux,,,,,,50,,,,,,,,,,,,
4.2.4,Mettre en œuvre la Tarification incitative (TI) pour tous les usagers,"Au cas où l'étude sur la mise en place de la TI est concluante, la collectivité met en place la TI (y compris Redevance Spéciale en cas de TEOM incitative).",,,,,"12,5",mise en œuvre,,,"reponse(dechets_1, NON) 
","Pour les collectivités n'ayant ni la compétence ""collecte des déchets"", ni la compétence ""traitement des déchets"", le score de l'action 4.2 est réduit à 0 et les statuts sont ""non concerné"".

Pour les collectivités n'ayant pas la compétence ""collecte des déchets"", les scores des sous-actions 4.2.1 à 4.2.4 sont réduits à 0 et les statuts de ces 4 sous-actions sont ""non concerné"".",,,,,dechets_1,eci_32,
4.2.4.1,Lancer la mise en place de la tarification incitative,,,,,,30,,,,,,,,,,,,
4.2.4.2,Couvrir toute la population de la collectivité avec la tarification incitative,,,,,,70,,,,,,,,,,,,
4.2.5,Mettre en place la Tarification incitative (TI) du second niveau,"Afin de récompenser les collectivités qui fournissent les efforts de prévention et de collecte sélective les plus significatifs, la collectivité en charge du traitement met en place la TI du second niveau.",,,,,50,mise en œuvre,,,"si identite(type, syndicat) et reponse(dechets_2, OUI) alors FAUX sinon VRAI
","Pour les collectivités n'ayant ni la compétence ""collecte des déchets"", ni la compétence ""traitement des déchets"", le score de l'action 4.2 est réduit à 0 et les statuts sont ""non concerné"".

La sous-action 4.2.5 ne s'adressent qu'aux syndicats de traitement.",,,,,,,
4.2.5.1,Inclure une part variable en fonction de sa production de déchets dans la facturation des adhérents,,,,,,50,,,,,,,,,,,,
4.2.5.2,Différencier la facturation des adhérents en fonction des flux,,,,,,50,,,,,,,,,,,,
4.3,Promouvoir et mettre en place des outils financiers en faveur de l'économie circulaire à destination des autres acteurs du territoire notamment pour promouvoir la sobriété,"La sobriété est un ensemble de mesures et de pratiques quotidiennes (individuelles ou collectives) qui permettent d’éviter la demande d’énergie, de matériaux, de terres et d’eau tout en assurant le bien-être de tous les êtres humains dans les limites de la planète.

Les outils financiers constituent une voie de mobilisation des autres acteurs du territoire. La collectivité peut promouvoir les financements tiers et l'émergence de nouveaux modèles économiques.",[Financer un projet](https://librairie.ademe.fr/recherche?controller=search&orderby=position&orderway=desc&search_query=financer+un+projet&submit_search=) [Aides de l’ADEME](https://agirpourlatransition.ademe.fr/collectivites/financez-vos-projets) [Aides d’autres financeurs](https://www.collectivites-locales.gouv.fr/finances-locales/obtenir-des-subventions) [Utiliser les instruments économiques pour favoriser la prévention des déchets](https://librairie.ademe.fr/dechets-economie-circulaire/2263-elaborer-et-conduire-avec-succes-un-plpdma.html),,"**Recherche et innovation avec l’ADEME**

[Financement ADEME pour les projets de recherche et d'innovation impliquant des collectivités](https://agirpourlatransition.ademe.fr/entreprises/recherche?keyword=recherche+et+innovation+collectivit%C3%A9s&sort_by=changed&sort_order=DESC&items_per_page=20) [Financer les thèses](https://theses.ademe.fr/)

**Autres aides**

[Aides aux entreprises](https://les-aides.fr/) [Aides BPI France](https://www.bpifrance.fr/nos-solutions) [Les aides pour les particuliers](https://agirpourlatransition.ademe.fr/particuliers/finances)",20,,,,,"reponse(dev_eco_1, NON) 
","Pour les collectivités n'ayant pas la compétence ""développement économique"", le score de l'action 4.3. est réduit à 0 et les statuts sont ""non concerné"".",,,,,dev_eco_1,,
4.3.1,Réaliser une veille,"La collectivité s'informe sur les moyens de financements existants auprès des organismes qui agrègent déjà l'information dans le but de développer et porter des projets d'économie circulaire. Les acteurs-relais possibles : agences de développement, chambres consulaires, réseaux, etc.",,"Accompagnement financier de la Région, ADEME, BPI, CDC, financements européens, financement participatif, …",,,20,bases,,,,,,,,,,,
4.3.2,Communiquer sur les moyens de financement,La collectivité communique sur ces moyens de financement.,,"Via son site internet, une newsletter, les journaux ou un blog.

En particulier, la collectivité améliore la lisibilité des financements disponibles pour les acteurs de l'ESS de petite taille, les petites entreprises, les petites structures associatives…",,,20,bases,,,,,,,,,,,
4.3.3,Accompagner les acteurs du territoire,"La collectivité accompagne les acteurs de son territoire dans leur recherche de financements en faveur de l'économie circulaire en fonction de leurs besoins. Elle identifie, valorise et communique autour des démarches exemplaires du territoire.",,"Actions spécifiques du service développement économique sur l'économie circulaire.

Actions de développement économique autour de nouveaux modèles économiques (économie de la fonctionnalité et de la coopération, low-tech) qui visent des formes de sobriété dans l’offre proposée.",,,35,mise en œuvre,,,,,,,,,,,
4.3.3.1,Mettre en place des moyens pour identifier les acteurs en recherche de financements,,,,,,,,,,,,,,,,,,
4.3.3.2,Mettre en place des moyens pour accompagner les acteurs sur la recherche de financements,,,,,,,,,,,,,,,,,,
4.3.3.3,Accompagner des projets visant à développer de nouveaux modèles économiques,,,,,,,,,,,,,,,,,,
4.3.4,Financer des projets sur le sujet de l'économie circulaire,La collectivité réserve une part de son budget au financement de projets sur le sujet de l'économie circulaire. Elle met en cohérence les subventions des acteurs du territoire au regard de la sobriété.,,"Financement d'associations impliquées dans la réparation, les jardins partagés, le compostage, le ""zéro déchet"".

Appels à projets de la collectivité.

La collectivité engage une part de ses ressources sur des actions de coopération internationale (promotion de l'économie circulaire dans les pays du Sud avec le 1% déchet).",,,25,mise en œuvre,,,,,,,,,,,
4.3.4.1,Disposer de document de référence présentant les modalités de financement,,,,,,20,,,,,,,,,,,,
4.3.4.2,Lister les projets,,,,,,30,,,,,,,,,,,,
4.3.4.3,Mettre en cohérence les subventions allouées aux acteurs du territoire au regard de la sobriété,,,,,,50,,,,,,,,,,,,
5,Coopération et engagement,,,,,90,,,,,,,,,,,,,
5.1,Actions dirigées vers le Grand Public et les associations,"La collectivité met en place des actions avec les cibles grand public (citoyens, scolaires, groupements citoyens associatifs ou non, ...) sur l'ensemble des 7 piliers de l'économie circulaire.

Les actions prises en compte dans cette orientation doivent être en cours de validité ou avoir été réalisées dans les 4 dernières années.

La sobriété est une démarche qui consiste, dans la cadre d’une réflexion individuelle ou collective portant sur la manière de répondre à ses besoins (individuels ou collectifs) en tenant compte des limites de la planète, à adopter de nouvelles pratiques de modération et de mesure dans la consommation, contribuant ainsi à une réduction de la consommation de ressources et de l’impact sur l’environnement (dont le climat) de l’individu ou du groupe concernés.","**Réglementation**

[Mobiliser le grand public: l'ADEME aux côtés des collectivités territoriales](https://www.ademe.fr/collectivites-secteur-public/animer-territoire/mobiliser-acteurs-territoire/mobiliser-grand-public-lademe-cotes-collectivites-territoriales)","[25 collectivités donnent de l’élan à leur territoire](https://www.optigede.ademe.fr/sites/default/files/prevention-dechets-collectivites-territoire.pdf) [Mise en place de poulaillers dans les écoles](https://optigede.ademe.fr/fiche/mise-en-place-de-poulaillers-dans-les-ecoles) (Communauté d’Agglomération Tours Plus) [Réseau de guide-composteurs pailleurs](https://optigede.ademe.fr/fiche/reseau-de-guide-composteurs-pailleurs) [Expérience partenariale et territoriale ""Mobilisation des associations en faveur de la Prévention déchets""](https://www.optigede.ademe.fr/fiche/experience-partenariale-et-territoriale-mobilisation-des-associations-en-faveur-de-la) (Ille et Vilaire Nature Environnement)

**Synthèses thématiques du réseau A3P**

[Changer les pratiques dans les territoires](https://librairie.ademe.fr/dechets-economie-circulaire/1069-changer-les-pratiques-dans-les-territoires.html) [Sensibilisation à la prévention du grand public](https://www.ademe.fr/sensibilisation-a-prevention-grand-public) [Sensibilisation des scolaires](https://www.ademe.fr/sensibilisation-scolaires) [Eco-consommation](https://www.ademe.fr/eco-consommation)","[Liste des actions de prévention des déchets](https://optigede.ademe.fr/sites/default/files/fichiers/actions_prevention_programme_local.pdf) [Ressources du guide PLPDMA de l’ADEME](http://www.plpdma-guide-ademe.fr/ressources.html)

**Sensibiliser**

[Vidéo](https://www.youtube.com/watch?v=jO3y0LOsAeM)

[de présentation de l’économie circulaire](https://www.youtube.com/watch?v=jO3y0LOsAeM)

[Programme d'accompagnement des démarches territoriales d’économie circulaire](https://www.optigede.ademe.fr/demarche-territoriale-economie-circulaire) [Labels environnementaux](https://www.ademe.fr/labels-environnementaux) [Foyers témoins](https://optigede.ademe.fr/foyers-temoins)",30,,,,,,,,,,,,,
5.1.1,La collectivité informe et sensibilise le grand public,"Dans une logique de sobriété, la collectivité informe, sensibilise et forme le grand public sur les enjeux environnementaux en lien avec les 7 piliers de l'économie circulaire.

Le grand public et les associations représentatives sont plus concernés par certains piliers (consommation responsable, allongement de la durée d'usage, recyclage) que par d'autres (approvisionnement durable, EIT, éco-conception). La collectivité peut tout de même sensibiliser le grand public et les associations sur son action destinée aux acteurs économiques. Cela informe les citoyens sur le dynamisme de leur territoire et les fait adhérer au projet du territoire.",,"Pour le grand public :

-   Diffuser des documents d'information (déjà disponibles auprès des Communautés de communes, Conseils régionaux, ADEME ou réalisés en propre)
    
-   Diffuser des informations pour aider à des éco-gestes et des achats plus durables.
    

Communiquer sur les entreprises engagées dans une démarche EIT ou d'éco-conception. Organiser des visites d'entreprises ou d'organismes de formation intervenant dans le champs de l'économie circulaire. Exemple : Made in Angers.

Pour les relais vers le grand public :

-   Organiser des réunions d'information en direction des relais vers le grand public (directeurs d'établissements scolaires, commerçants, associations, etc.)
    
-   Proposer des visites de sites : centre de tri, déchèterie, ressourcerie...
    

Pour les acteurs associatifs :

-   Promouvoir des outils (type MOOC) et de la documentation permettant d'augmenter la connaissance et de former leurs membres.",,,20,bases,,,,,,,,,,,
5.1.1.1,Réaliser au moins 1 ou 2 actions sur le pilier approvisionnement durable,Au moins 1 action pour les collectivités avec une population inférieure à 100 000 habitants. Au moins 2 actions pour les collectivités avec une population supérieure à 100 000 habitants.,,,,,,,,,,,,,,,,,
5.1.1.2,Réaliser au moins 1 ou 2 actions sur le pilier éco-conception,Au moins 1 action pour les collectivités avec une population inférieure à 100 000 habitants. Au moins 2 actions pour les collectivités avec une population supérieure à 100 000 habitants.,,,,,,,,,,,,,,,,,
5.1.1.3,Réaliser au moins 1 ou 2 actions sur le pilier écologie industrielle et territoriale (EIT),Au moins 1 action pour les collectivités avec une population inférieure à 100 000 habitants. Au moins 2 actions pour les collectivités avec une population supérieure à 100 000 habitants.,,,,,,,,,,,,,,,,,
5.1.1.4,Réaliser au moins 1 ou 2 actions sur le pilier économie de la fonctionnalité,Au moins 1 action pour les collectivités avec une population inférieure à 100 000 habitants. Au moins 2 actions pour les collectivités avec une population supérieure à 100 000 habitants.,,,,,,,,,,,,,,,,,
5.1.1.5,Réaliser au moins 1 ou 2 actions sur le pilier consommation responsable,Au moins 1 action pour les collectivités avec une population inférieure à 100 000 habitants. Au moins 2 actions pour les collectivités avec une population supérieure à 100 000 habitants.,,,,,,,,,,,,,,,,,
5.1.1.6,Réaliser au moins 1 ou 2 actions sur le pilier allongement de la durée d'usage,Au moins 1 action pour les collectivités avec une population inférieure à 100 000 habitants. Au moins 2 actions pour les collectivités avec une population supérieure à 100 000 habitants.,,,,,,,,,,,,,,,,,
5.1.1.7,Réaliser au moins 1 ou 2 actions sur le pilier recyclage,Au moins 1 action pour les collectivités avec une population inférieure à 100 000 habitants. Au moins 2 actions pour les collectivités avec une population supérieure à 100 000 habitants.,,,,,,,,,,,,,,,,,
5.1.2,Aider à l'action en direction du grand public,"La collectivité soutient des actions concrètes réalisées en direction du grand public sur les 7 piliers de l'économie circulaire en s'appuyant sur les initiatives du territoire.

Ces actions peuvent être déjà mentionnées dans les axes précédents.",,"Mettre en place une ressourcerie ou un Repair Café

Organiser un atelier de préparation SERD (Semaine Européenne de Réduction des Déchets)

Expérimenter/proposer/soutenir des services plutôt que des produits : location vélo, partage auto, outillage

Aider à l'installation d'une AMAP

Développer les tiers-lieux (espace de co-working, FabLab, etc.)

Mettre en place la collecte de biodéchets et la collecte sélective, ainsi que la fourniture de composteurs y compris en établissements scolaires

Etc.",,,40,mise en œuvre,,,,,,,,,,,
5.1.2.1,Réaliser au moins 1 ou 2 actions sur le pilier approvisionnement durable,Au moins 1 action pour les collectivités avec une population inférieure à 100 000 habitants. Au moins 2 actions pour les collectivités avec une population supérieure à 100 000 habitants.,,,,,,,,,,,,,,,,,
5.1.2.2,Réaliser au moins 1 ou 2 actions sur le pilier éco-conception,Au moins 1 action pour les collectivités avec une population inférieure à 100 000 habitants. Au moins 2 actions pour les collectivités avec une population supérieure à 100 000 habitants.,,,,,,,,,,,,,,,,,
5.1.2.3,Réaliser au moins 1 ou 2 actions sur le pilier écologie industrielle et territoriale (EIT),Au moins 1 action pour les collectivités avec une population inférieure à 100 000 habitants. Au moins 2 actions pour les collectivités avec une population supérieure à 100 000 habitants.,,,,,,,,,,,,,,,,,
5.1.2.4,Réaliser au moins 1 ou 2 actions sur le pilier économie de la fonctionnalité,Au moins 1 action pour les collectivités avec une population inférieure à 100 000 habitants. Au moins 2 actions pour les collectivités avec une population supérieure à 100 000 habitants.,,,,,,,,,,,,,,,,,
5.1.2.5,Réaliser au moins 1 ou 2 actions sur le pilier consommation responsable,Au moins 1 action pour les collectivités avec une population inférieure à 100 000 habitants. Au moins 2 actions pour les collectivités avec une population supérieure à 100 000 habitants.,,,,,,,,,,,,,,,,,
5.1.2.6,Réaliser au moins 1 ou 2 actions sur le pilier allongement de la durée d'usage,Au moins 1 action pour les collectivités avec une population inférieure à 100 000 habitants. Au moins 2 actions pour les collectivités avec une population supérieure à 100 000 habitants.,,,,,,,,,,,,,,,,,
5.1.2.7,Réaliser au moins 1 ou 2 actions sur le pilier recyclage,Au moins 1 action pour les collectivités avec une population inférieure à 100 000 habitants. Au moins 2 actions pour les collectivités avec une population supérieure à 100 000 habitants.,,,,,,,,,,,,,,,,,
5.1.3,Fédérer les acteurs du territoire dont l'action vise le Grand Public,"La collectivité crée des espaces communs de dialogue afin d'encourager et amplifier les actions sur le territoire. Elle structure des partenariats avec les associations (et autres acteurs) visant le grand public sur les 7 piliers de l'économie circulaire. Elle mesure la réussite des partenariats mis en place et valorise les résultats.

Un partenariat peut couvrir plusieurs piliers.",,"Enquêter sur les besoins des acteurs associatifs grand public du territoire.

Analyser les résultats de l'enquête afin de s'en inspirer pour la structuration de sa politique Economie Circulaire.

Créer des espaces communs de dialogue pour les acteurs associatifs grand public du territoire.

Mise en place des accords avec un ou plusieurs acteurs associatifs grand public du territoire permettant de progresser sur une thématique particulière de l'économie circulaire. Chaque accord devrait comprendre des indicateurs pour mesurer la réussite du partenariat (ex: nombre d'évènements réalisés, nombre de citoyens touchés, etc.).

La collectivité publie les indicateurs afin de valoriser les résultats de ces partenariats et encourager à la reproduction des actions : site internet, journal de la commune, réseaux sociaux, etc.

Les indicateurs (simples et peu nombreux) ont pour but d'aider la collectivité à juger de la pertinence et de l'efficience de ce partenariat au regard de sa politique Economie Circulaire.",,,40,mise en œuvre,,,,,,,,,,,
5.1.3.1,Réaliser une enquête sur les besoins des acteurs,,,,,,20,,,,,,,,,,,,
5.1.3.2,Analyser les besoins,,,,,,20,,,,,,,,,,,,
5.1.3.3,Créer un ou des espaces communs de dialogue pour les acteurs du territoire,,,,,,20,,,,,,,,,,,,
5.1.3.4,Disposer d'accord(s) avec un ou plusieurs acteurs grand public du territoire,,,,,,20,,,,,,,,,,,,
5.1.3.5,Publier les indicateurs de réussite des partenariats,,,,,,20,,,,,,,,,,,,
5.2,Actions dirigées vers les autres collectivités du territoire,"L'objectif est d'encourager la collectivité à déployer une politique d'actions économie circulaire vers les collectivités infra et supra qui interviennent sur son territoire sur l'ensemble des 7 piliers de l'économie circulaire.

Ces actions peuvent être déjà mentionnées dans les axes précédents.

Les actions prises en compte dans cette orientation doivent être en cours de validité ou avoir été réalisé dans les 4 dernières années.",,"[Synthèse thématique du réseau A3P: éco-exemplarité](https://www.ademe.fr/actions-eco-exemplaires) [Synthèse thématique du réseau A3P: mobilisation des élus et partenaires](https://www.ademe.fr/mobilisation-elus-partenaires) [Animation d’un réseau de référents environnement (Syded du Lot)](https://www.optigede.ademe.fr/fiche/animation-dun-reseau-de-referents-environnement) [L'éco-exemplarité](https://optigede.ademe.fr/fiche/leco-exemplarite-lechelle-des-communes-du-sictom-du-marsan)

[à l'échelle des communes du SICTOM du Marsan](https://optigede.ademe.fr/fiche/leco-exemplarite-lechelle-des-communes-du-sictom-du-marsan)

[Participation à un réseau territorial d'acteurs et d'échanges de bonnes pratiques sur le gaspillage alimentaire](https://www.optigede.ademe.fr/fiche/participation-un-reseau-territorial-dacteurs-et-dechanges-de-bonnes-pratiques-sur-le)","[Economie circulaire et planification régionale](https://www.optigede.ademe.fr/la-planification-dans-l-economie-circulaire)

**Liste des actions de prévention des déchets**

[3 axes transversaux et 7 axes thématiques du guide PLPDMA de l’ADEME](http://www.plpdma-guide-ademe.fr/actions-de-prevention-2.html) [Favoriser la mise en place d'un réseau d'acteurs concernés par la lutte contre le gaspillage alimentaire](http://www.plpdma-guide-ademe.fr/favoriser-la-mise-en-place-dun-reseau-dacteurs-concernes-par-la-lutte-contre-le--2.4.3.html) [Lutte contre le gaspillage alimentaire dans la restauration collective (fiche action du G3DEC)](https://www.g4dec.bzh/sites/default/files/upload/fiches-actions/g4dec-diag_gaspillage_alimentaire.pdf) [Ressources du guide PLPDMA de l’ADEME](http://www.plpdma-guide-ademe.fr/ressources.html)

**Eco-exemplarité**

[Être éco-exemplaire (guide PLPDMA)](http://www.plpdma-guide-ademe.fr/axe-etre-exemplaire-en-matiere-de-prevention-des-dechets--2.1.html) [25](https://www.optigede.ademe.fr/sites/default/files/prevention-dechets-collectivites-territoire.pdf)

[collectivités donnent de l’élan à leur territoire](https://www.optigede.ademe.fr/sites/default/files/prevention-dechets-collectivites-territoire.pdf)

[25 monographies de collectivités sur leur plan et programme de prévention](https://www.optigede.ademe.fr/prevention-monographies-ppp)

**Mobilisation des élus**

[Mobilisation des élus et partenaires (bilan)](https://www.ademe.fr/mobilisation-elus-partenaires) [Formation des élus](https://www.optigede.ademe.fr/prevention-formations) [Formation/parcours chargé de mission économie circulaire](https://formations.ademe.fr/formations_economie-circulaire_devenir-charge-de-mission-dechets-des-collectivites-:-prevention-et-gestion-de-proximite-des-biodechets_s4720.html)",30,,,,,,,,,,,,,
5.2.1,"Informer, sensibiliser et former les autres collectivités de son territoire","Dans une logique de sobriété, la collectivité informe, sensibilise et forme les autres collectivités de son territoire sur les 7 piliers de l'économie circulaire",,"Diffuser des documents d'information (déjà disponibles auprès des Communautés de communes, Conseils régionaux, ADEME ou réalisé en propre).

Par exemple, parmi les publications de l'ADEME : ""Agir pour mon territoire"", Optigede, etc.

Promouvoir des informations pour aider à des éco-gestes et des achats plus durables.

S'impliquer dans les initiatives de l'économie circulaire au niveau départemental ou régional.

Les syndicats peuvent former les animateurs référents Economie Circulaire liés aux EPCI adhérentes.

Les bénéficiaires possibles :

-   Conseil municipaux,
    
-   Services techniques,
    
-   Gestionnaires d'établissements publics du territoire (restauration collective, établissements scolaires, établissements culturels, bailleurs sociaux, etc.)
    
-   etc.",,,20,bases,,,,,,,,,,,
5.2.1.1,Réaliser au moins 1 ou 2 actions sur le pilier approvisionnement durable,Au moins 1 action pour les collectivités avec une population inférieure à 100 000 habitants. Au moins 2 actions pour les collectivités avec une population supérieure à 100 000 habitants.,,,,,,,,,,,,,,,,,
5.2.1.2,Réaliser au moins 1 ou 2 actions sur le pilier éco-conception,Au moins 1 action pour les collectivités avec une population inférieure à 100 000 habitants. Au moins 2 actions pour les collectivités avec une population supérieure à 100 000 habitants.,,,,,,,,,,,,,,,,,
5.2.1.3,Réaliser au moins 1 ou 2 actions sur le pilier écologie industrielle et territoriale (EIT),Au moins 1 action pour les collectivités avec une population inférieure à 100 000 habitants. Au moins 2 actions pour les collectivités avec une population supérieure à 100 000 habitants.,,,,,,,,,,,,,,,,,
5.2.1.4,Réaliser au moins 1 ou 2 actions sur le pilier économie de la fonctionnalité,Au moins 1 action pour les collectivités avec une population inférieure à 100 000 habitants. Au moins 2 actions pour les collectivités avec une population supérieure à 100 000 habitants.,,,,,,,,,,,,,,,,,
5.2.1.5,Réaliser au moins 1 ou 2 actions sur le pilier consommation responsable,Au moins 1 action pour les collectivités avec une population inférieure à 100 000 habitants. Au moins 2 actions pour les collectivités avec une population supérieure à 100 000 habitants.,,,,,,,,,,,,,,,,,
5.2.1.6,Réaliser au moins 1 ou 2 actions sur le pilier allongement de la durée d'usage,Au moins 1 action pour les collectivités avec une population inférieure à 100 000 habitants. Au moins 2 actions pour les collectivités avec une population supérieure à 100 000 habitants.,,,,,,,,,,,,,,,,,
5.2.1.7,Réaliser au moins 1 ou 2 actions sur le pilier recyclage,Au moins 1 action pour les collectivités avec une population inférieure à 100 000 habitants. Au moins 2 actions pour les collectivités avec une population supérieure à 100 000 habitants.,,,,,,,,,,,,,,,,,
5.2.2,Aider à l'action des autres collectivités de son territoire,"La collectivité soutient des actions concrètes réalisées en direction des collectivités infra et supra sur les 7 piliers de l'économie circulaire.

Les actions peuvent être réalisées par la collectivité elle-même ou avec d'autres collectivités.",,"Lancer ou participer à des initiatives en matière d'économie circulaire entre les collectivités du territoire, par exemple : mutualisation de moyens ou de formations.

Bourse d'échanges de matériel de voierie réformé.

Mise en commun de cahier des charges achats responsables ou d'un réseau d'acheteurs publics.

Mise à disposition par les EPCI de locaux pour une ressourcerie.

Mise en place d'un club Economie circulaire des collectivités sur le territoire pour l'échange de bonnes pratiques, émergence de projets, etc.",,,40,mise en œuvre,,,,,,,,,,,
5.2.2.1,Réaliser au moins 1 ou 2 actions sur le pilier approvisionnement durable,Au moins 1 action pour les collectivités avec une population inférieure à 100 000 habitants. Au moins 2 actions pour les collectivités avec une population supérieure à 100 000 habitants.,,,,,,,,,,,,,,,,,
5.2.2.2,Réaliser au moins 1 ou 2 actions sur le pilier éco-conception,Au moins 1 action pour les collectivités avec une population inférieure à 100 000 habitants. Au moins 2 actions pour les collectivités avec une population supérieure à 100 000 habitants.,,,,,,,,,,,,,,,,,
5.2.2.3,Réaliser au moins 1 ou 2 actions sur le pilier écologie industrielle et territoriale (EIT),Au moins 1 action pour les collectivités avec une population inférieure à 100 000 habitants. Au moins 2 actions pour les collectivités avec une population supérieure à 100 000 habitants.,,,,,,,,,,,,,,,,,
5.2.2.4,Réaliser au moins 1 ou 2 actions sur le pilier économie de la fonctionnalité,Au moins 1 action pour les collectivités avec une population inférieure à 100 000 habitants. Au moins 2 actions pour les collectivités avec une population supérieure à 100 000 habitants.,,,,,,,,,,,,,,,,,
5.2.2.5,Réaliser au moins 1 ou 2 actions sur le pilier consommation responsable,Au moins 1 action pour les collectivités avec une population inférieure à 100 000 habitants. Au moins 2 actions pour les collectivités avec une population supérieure à 100 000 habitants.,,,,,,,,,,,,,,,,,
5.2.2.6,Réaliser au moins 1 ou 2 actions sur le pilier allongement de la durée d'usage,Au moins 1 action pour les collectivités avec une population inférieure à 100 000 habitants. Au moins 2 actions pour les collectivités avec une population supérieure à 100 000 habitants.,,,,,,,,,,,,,,,,,
5.2.2.7,Réaliser au moins 1 ou 2 actions sur le pilier recyclage,Au moins 1 action pour les collectivités avec une population inférieure à 100 000 habitants. Au moins 2 actions pour les collectivités avec une population supérieure à 100 000 habitants.,,,,,,,,,,,,,,,,,
5.2.3,Structurer des partenariats avec les EPCI supras et infras présents sur le territoire,"La collectivité structure des partenariats avec les collectivités infra et supra pour généraliser et amplifier la démarche sur l'ensemble du territoire.

Elle mesure la réussite des partenariats mis en place et valorise les résultats.

Un partenariat peut couvrir plusieurs piliers de l'économie circualire.",,"Créer ou participer à des espaces communs de dialogue pour les autres collectivités du territoire: restauration collective, établissements scolaires et culturels, habitat social - bailleurs sociaux, etc.

Mettre en place des accords avec une ou plusieurs autres collectivités du territoire permettant de progresser sur une thématique de l'économie circulaire. Chaque accord devrait comprendre des indicateurs pour mesurer la réussite du partenariat (ex. gaspillage alimentaire, consommation d'eau, artificialisation du sol, etc.).

La collectivité publie les indicateurs afin de valoriser les résultats de ces partenariats et encourager à la reproduction des actions : site internet, journal de la commune, réseaux sociaux, etc.

Les indicateurs (simples et peu nombreux) ont pour but d'aider la collectivité à juger de la pertinence de ce partenariat au regard de sa politique Economie Circulaire.",,,40,mise en œuvre,,,,,,,,,,,
5.2.3.1,Identifier les collectivités à potentiel de collaboration,,,,,,20,,,,,,,,,,,,
5.2.3.2,Identifier les enjeux,,,,,,30,,,,,,,,,,,,
5.2.3.3,Conclure un/des accord(s) avec une ou plusieurs collectivités du territoire,,,,,,50,,,,,,,,,,,,
